Database,Module,Pathway,pvalue,pvalue_adj,NumberOfOverlap,NumberOfGenesInPathway,Odds.Ratio,Combined.Score,Genes
8592,Reactome_2016,5,Regulation of KIT signaling Homo sapiens R-HSA-1433559,2.26478370622228e-05,0.000748163751979015,6,16,14.5203026481715,155.30111584711,LYN;PRKCA;GRB2;SOS1;SOCS6;SH2B3
9721,KEGG_2021_Human,5,Th17 cell differentiation,2.27222456505695e-05,0.000748163751979015,15,107,3.97397681898846,42.4904203403934,HSP90AA1;IL4R;IFNGR1;IFNGR2;STAT3;NFATC2;IL1RAP;HIF1A;TGFBR1;RUNX1;TGFBR2;PPP3CA;IL6ST;JAK2;IL6R
58209,GO_Biological_Process_2021,3,regulation of telomere maintenance via telomerase (GO:0032210),7.45245468877613e-06,0.000779029930133398,12,52,5.75096056622851,67.9014021494905,HMBOX1;XRN1;TNKS2;TNKS;XRCC5;NEK7;HNRNPU;MAPK1;CTNNB1;DCP2;SMG6;ATR
4882,GO_Biological_Process_2021,5,positive regulation of protein kinase B signaling (GO:0051897),2.4224427709604e-05,0.000790700460708794,19,161,3.26942036836403,34.7478868984636,CD86;CX3CR1;P2RY12;HSP90AA1;IL18;IRS2;PTPRJ;PIK3R1;GAB2;RTN4;PTK2;TGFBR1;VAV1;PIK3R5;AXL;GCNT2;HCLS1;GRB2;PIK3AP1
9982,GWAS_Catalog_2019,5,Mean platelet volume,2.46433169276108e-05,0.000800205529457703,27,281,2.60887458692016,27.6827807977758,DOCK8;JMJD1C;ASAP1;MSI2;AFF1;FGD4;KIAA1109;CUX1;PLCG2;PACSIN2;TBC1D14;RTTN;MEF2C;MEF2C-AS1;ZBTB16;TCF12;MYO9B;VAV1;SSH1;RAD51B;LRCH1;TBC1D4;TBC1D5;TAOK1;ELMO1;BCL2;FAR2
39148,GO_Biological_Process_2021,9,regulation of synaptic transmission, glutamatergic (GO:0051966),1.6008593847233e-05,0.000829290255917224,7,46,10.0533333333333,111.012775837445,GRM3;NLGN1;GRM5;GRM7;SYT1;NRXN1;GRIK1
58210,GO_Biological_Process_2021,3,negative regulation of nucleic acid-templated transcription (GO:1903507),8.22162926359281e-06,0.000831710624858938,46,464,2.14115083043162,25.0701830019492,KHDRBS1;SPI1;LOXL3;EHMT1;FOXK2;ARID4A;FOXK1;RSF1;MBTD1;BCLAF1;HMBOX1;BTAF1;BASP1;SCMH1;EPC1;BTRC;YAF2;SMAD2;SPEN;USP47;TCF7L2;POU2F1;TGFB1;XRCC5;FBXW11;MBD2;WWP2;CBFA2T2;PHC3;GATAD2A;MLXIPL;DAP;SFPQ;ZEB1;YEATS2;PSPC1;SP3;MDM2;CTNNB1;GAS6;ZMYND11;CLOCK;MPHOSPH8;TRIM33;RCOR1;VGLL4
61914,Reactome_2016,3,Vesicle-mediated transport Homo sapiens R-HSA-5653656,8.09189043250564e-06,0.000831710624858938,48,492,2.10487507444485,24.678919708559,YWHAE;SCARB1;NBAS;C2CD5;COPA;LRP1;CLTC;STX18;GCC2;PIK3C2A;BICD1;AGPAT3;SCFD1;SNX2;CYTH4;MAN1A2;VPS53;FTH1;KIF5B;KIF13B;MAN1C1;VPS54;SNX9;APOE;RAC1;RAB6A;CTSC;SEC31A;DYNC1H1;SEC24B;RIC1;TRAPPC10;GALNT1;GBF1;DTNBP1;IGF2R;RALGAPB;GOLGB1;TRIP11;RAB3GAP2;EXOC6;VPS45;SEC24D;SEC22A;EXOC2;RHOQ;RAB3GAP1;FTL
8593,Reactome_2016,5,Role of LAT2/NTAL/LAB on calcium mobilization Homo sapiens R-HSA-2730905,2.64368358133534e-05,0.000849639230986081,19,162,3.24638694638695,34.2193604263021,CD86;LYN;GSK3B;SYK;MAPKAP1;PTEN;IRS2;PIK3R1;GAB2;PPP2R5C;FOXO3;VAV1;LAT2;AKT3;PIP4K2A;GRB2;SOS1;TNRC6A;TNRC6B
9722,KEGG_2021_Human,5,JAK-STAT signaling pathway,2.64368358133534e-05,0.000849639230986081,19,162,3.24638694638695,34.2193604263021,CREBBP;CSF3R;IL4R;IFNGR1;IFNGR2;STAT3;PIK3R1;PIAS1;CCND3;AKT3;BCL2;GRB2;IL6ST;SOCS6;JAK2;SOS1;IL6R;PTPN2;IL13RA1
51933,Reactome_2016,10,Interferon Signaling Homo sapiens R-HSA-913531,3.53931174157083e-06,0.000864408829191338,13,196,5.2781690872447,66.2493524367141,NUP210;HLA-B;HLA-C;HLA-A;HLA-F;IRF1;TRIM35;PLCG1;GBP2;GBP1;CD44;GBP4;GBP3
58211,GO_Biological_Process_2021,3,regulation of intracellular signal transduction (GO:1902531),8.71941673248029e-06,0.000868066376922483,44,437,2.17671317013249,25.3586174688491,FAM13B;ZFAND6;ULK4;WWC2;EHMT1;ARHGAP17;ARHGAP35;GNA13;PAK1;RHOT1;RASSF2;TMSB4X;PIP5K1A;EP300;MAPK1;PIP5K1B;RICTOR;ITGAV;RAC1;PAK2;BANP;ARHGEF11;SLC15A2;TAF15;CARD8;VRK2;ARAP1;MAPK14;MYO9A;PJA2;HIPK2;TIAM2;ARHGAP32;TRAF3;MDM2;MDM4;ARHGEF7;SGK1;CRK;SOS2;TAF3;RHOQ;ATR;TAF1
8594,Reactome_2016,5,Signaling by Robo receptor Homo sapiens R-HSA-376176,2.80611220281491e-05,0.000897240059951072,8,32,8.08133164770333,84.7014511852154,NCK2;EVL;SRGAP3;SRGAP2;SOS1;SRGAP1;CLASP1;CLASP2
4883,GO_Biological_Process_2021,5,mesenchymal cell differentiation (GO:0048762),2.82599553931432e-05,0.000899010865222478,10,51,5.92290333549723,62.0368730982083,DDX17;GSK3B;MEF2C;DDX5;ROCK1;FBXL17;RBPJ;HIF1A;TGFBR1;LIMS1
50141,GO_Biological_Process_2021,10,cellular response to interleukin-12 (GO:0071349),4.00944761966866e-06,0.0008990285434749,7,48,12.4926103907879,155.243883842972,ANXA2;STAT4;PDCD4;CD47;IL12RB1;PLCB1;SOD1
50142,GO_Biological_Process_2021,10,interferon-gamma-mediated signaling pathway (GO:0060333),4.2912322066795e-06,0.0008990285434749,8,68,9.78308457711443,120.908522418643,IRF1;HLA-B;HLA-C;HLA-A;HLA-F;GBP2;GBP1;CD44
50143,GO_Biological_Process_2021,10,positive regulation of cytokine production (GO:0001819),4.53053754192076e-06,0.0008990285434749,17,335,4.00551225079527,49.2865062781223,CADM1;BTN3A1;TXK;SERPINE1;RFTN1;RORA;PTPN22;HLA-A;BTN3A2;ALOX15B;FOXP1;SOD1;IRF1;PRKCQ;PRKD2;PLCB1;IL12RB1
4884,GO_Biological_Process_2021,5,positive regulation of hydrolase activity (GO:0051345),2.87067165947007e-05,0.000899524964494945,18,149,3.35506446032196,35.0885371545581,USP6NL;BCAR3;GSK3B;BCAS3;DOCK8;SNX13;DOCK10;DOCK11;RAP1A;NF1;RAPGEF1;RGS10;RAPGEF2;SRGAP2;EVI5;PICALM;MAP4K4;LIMS1
8595,Reactome_2016,5,Signaling by NOTCH Homo sapiens R-HSA-157118,2.85770698859815e-05,0.000899524964494945,16,122,3.68105255548326,38.5145065523343,HDAC4;CREBBP;MAML2;ADAM10;ARRB1;RBPJ;HIF1A;HDAC9;NCOR2;NCOR1;TBL1XR1;NUMB;ST3GAL6;MAML3;TNRC6A;TNRC6B
8596,Reactome_2016,5,Interleukin-2 signaling Homo sapiens R-HSA-451927,2.86313344061936e-05,0.000899524964494945,25,252,2.69980307117895,28.2426637702967,CAMK2D;IRS2;ARRB1;PIK3R1;RASAL2;SPRED1;RAP1A;INPP5D;JAK2;MARK3;HAVCR2;MAP2K1;SYK;BRAF;GAB2;PPP2R5C;PTK2;APBB1IP;PSMA1;RASA1;AKAP9;NF1;RAPGEF2;GRB2;SOS1
62994,BioCarta_2016,3,HIV-1 Nef: negative effector of Fas and TNF Homo sapiens h HivnefPathway,9.19853251429779e-06,0.000901456186401184,12,53,5.61039729709734,65.0607848457846,MAPK8;MAP3K1;APAF1;CRADD;PRKDC;PRKCD;MDM2;PSEN1;CFLAR;PAK2;MAP3K14;TNFRSF1A
58212,GO_Biological_Process_2021,3,Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),9.41410804913565e-06,0.000908389010525828,14,71,4.7136991414707,54.5530596360816,ACTR3;ACTR2;PRKCD;PIK3CB;ACTB;PAK1;PIK3CA;ARPC2;ABI1;ABL1;MAPK1;RAC1;CRK;NCK1
62995,BioCarta_2016,3,TNF/Stress Related Signaling Homo sapiens h stressPathway,9.5743439672797e-06,0.000909852808526944,8,23,10.1961732124874,117.831296134902,IKBKB;MAP2K4;MAPK8;MAP3K1;CRADD;MAPK14;TANK;TNFRSF1A
32876,GO_Biological_Process_2021,0,negative regulation of translation (GO:0017148),5.87698096658449e-07,0.00091710287983551,19,90,4.48956237424547,64.4119869145453,DDX3X;YTHDF2;YTHDF3;SHMT1;EIF2AK2;SAMD4B;CNOT10;EIF2AK4;PUS7;SYNCRIP;ILF3;UNK;CNOT1;CAPRIN1;DHX36;TPR;AGO2;EIF3E;METTL16
57213,Reactome_2016,16,DNA Damage Recognition in GG-NER Homo sapiens R-HSA-5696394,2.7151367847452e-05,0.000924990995163355,5,38,16.3760556383507,172.179210351485,UBB;MCRS1;RAD23A;RPS27A;UBA52
57214,Reactome_2016,16,G1 Phase Homo sapiens R-HSA-69236,2.7151367847452e-05,0.000924990995163355,5,38,16.3760556383507,172.179210351485,TFDP1;UBB;E2F4;RPS27A;UBA52
57215,Reactome_2016,16,Cyclin D associated events in G1 Homo sapiens R-HSA-69231,2.7151367847452e-05,0.000924990995163355,5,38,16.3760556383507,172.179210351485,TFDP1;UBB;E2F4;RPS27A;UBA52
8597,Reactome_2016,5,MAPK family signaling cascades Homo sapiens R-HSA-5683057,2.97287139467087e-05,0.000926914678129471,27,284,2.57801254006976,26.8716486392727,CAMK2D;IRS2;ARRB1;RASAL2;FOXO3;CCND3;SPRED1;RAP1A;JAK2;IL6R;MARK3;MAP2K1;NCOA3;BRAF;PPP2R5C;PTK2;APBB1IP;PSMA1;RASA1;AKAP9;NF1;RAPGEF2;GRB2;IL6ST;SOS1;TNRC6A;TNRC6B
4885,GO_Biological_Process_2021,5,regulation of protein kinase B signaling (GO:0051896),2.99310012136239e-05,0.000928601903989014,22,207,2.91037601307872,30.3162687175897,P2RY12;CD86;CX3CR1;HSP90AA1;IL18;PTEN;PTPRJ;IRS2;PIK3R1;GAB2;PPP2R5C;PTK2;VAV1;RTN4;TGFBR1;PIK3R5;AXL;GCNT2;HCLS1;GRB2;PIK3AP1;SH2B3
4886,GO_Biological_Process_2021,5,protein localization to plasma membrane (GO:0072659),3.05405285513731e-05,0.000938223002114978,17,136,3.48593350383632,36.2413541223803,FYB1;ROCK1;SMURF1;MYO5A;ANK2;TTC7A;PRAM1;GAK;RAB10;CCDC88A;DLG1;TSPAN14;RAP1A;PACS1;EPB41L3;RAPGEF2;CLASP2
9983,GWAS_Catalog_2019,5,Intelligence (MTAG),3.0510838938408e-05,0.000938223002114978,32,366,2.35673633176932,24.5039976501064,KMT2E;BMPR2;JMJD1C;PIK3R1;FOXO3;PREX1;SNX29;CUX1;MAN2A1;ZSWIM6;MACROD2;ARID2;FNIP2;RBM6;ATF7IP;NCOA2;MEF2C;PBRM1;GRID2;MEF2C-AS1;DENND4A;TET2;FBXL17;FOXN3;TANC2;DPYD;EXOC4;RBMS1;APBA1;PHIP;MAML3;TNRC6A
9723,KEGG_2021_Human,5,ErbB signaling pathway,3.09934223341276e-05,0.000947491598868183,13,85,4.39420766186033,45.6195019357249,GSK3B;MAP2K1;CAMK2D;PRKCB;PRKCA;BRAF;PIK3R1;PTK2;AKT3;NCK2;PLCG2;GRB2;SOS1
63460,GWAS_Catalog_2019,3,Systolic blood pressure,1.02410378440181e-05,0.000958683423248976,59,657,1.92726462589381,22.1425506442511,RBM26;ITGB5;MCM9;CTNND1;OLA1;CHD6;FAM208B;CWC27;SMG6;SNRNP70;PPP2R5E;KIF5B;ARIH2;PHACTR1;WDR7;METTL15;SWAP70;TSC22D2;GAB1;DDX10;MITF;AMPD3;SRRM1;DNM3;CREB1;PECAM1;NCOA7;FAM193A;LCORL;CRK;XPR1;RABGAP1;TNKS;GLIS3;ITPR1;CWF19L2;NT5C2;PDGFC;STXBP5;TRPM7;MAP4;BANP;FARP2;TCF7L2;KDM4B;PBX3;INO80;ATP2B1;HIPK2;MSRA;DAP;YEATS2;CAPZA1;PPP2R2D;GNAS;SPATS2L;CTNNB1;MDM4;CENPP
39149,GO_Biological_Process_2021,9,regulation of NMDA receptor activity (GO:2000310),1.89852146600687e-05,0.000969828048885174,6,32,12.8974358974359,140.218989203394,GRIA2;NLGN1;GRIN2A;LRRC7;GRIA4;GRIN1
36657,Reactome_2016,0,SUMOylation of RNA binding proteins Homo sapiens R-HSA-4570464,8.1829659465582e-07,0.00102156146876833,13,45,6.79332260213144,95.2154879880026,POM121;NUP205;NOP58;NUP107;UBE2I;NUP153;RNF2;NUP160;NUP93;HNRNPK;POM121C;TPR;NUPL2
4887,GO_Biological_Process_2021,5,plasma membrane bounded cell projection morphogenesis (GO:0120039),3.37486101531396e-05,0.00102391005920055,10,52,5.7815800591466,59.5304514336734,SHTN1;TRIO;TAOK3;LRRK2;TAOK1;EPB41L3;NCKAP1L;SRGAP2;DNM2;MAP4K4
9495,BioCarta_2016,5,Aspirin Blocks Signaling Pathway Involved in Platelet Activation Homo sapiens h sppaPathway,3.38199110027946e-05,0.00102391005920055,6,17,13.199587297948,135.882634622,MAP2K1;PRKCB;GNB1;TBXAS1;PLA2G4A;PRKCA
58213,GO_Biological_Process_2021,3,Fc-gamma receptor signaling pathway (GO:0038094),1.11541975113342e-05,0.00102881068810424,14,72,4.63218390804598,52.8240109541556,ACTR3;ACTR2;PRKCD;PIK3CB;ACTB;PAK1;PIK3CA;ARPC2;ABI1;ABL1;MAPK1;RAC1;CRK;NCK1
52771,GWAS_Catalog_2019,10,Lymphocyte counts,5.64611129323539e-06,0.00105449431506014,12,174,5.48877665544332,66.3293603448027,KLF12;ARHGEF3;HLA-C;TLDC1;PTPN22;TNIK;TRAF1;PLCB1;ETS1;BACH2;APOLD1;FOXP1
8598,Reactome_2016,5,Circadian Clock Homo sapiens R-HSA-400253,3.55838269907495e-05,0.00105687445634033,11,63,5.14054568527919,52.6577931039751,NCOA1;NCOA2;MEF2C;CREBBP;NCOR1;CHD9;TBL1XR1;NRIP1;BHLHE41;NR3C1;HIF1A
8599,Reactome_2016,5,CD28 co-stimulation Homo sapiens R-HSA-389356,3.57519362923489e-05,0.00105687445634033,8,33,7.75767383059418,79.430094125169,CD86;LYN;MAPKAP1;AKT3;MAP3K8;GRB2;PIK3R1;VAV1
9496,BioCarta_2016,5,Phospholipids as signalling intermediaries Homo sapiens h edg1Pathway,3.57519362923489e-05,0.00105687445634033,8,33,7.75767383059418,79.430094125169,MAP2K1;PRKCB;GNB1;PRKCA;GRB2;PIK3R1;SOS1;PTK2
9984,GWAS_Catalog_2019,5,Irritable mood,3.57519362923489e-05,0.00105687445634033,8,33,7.75767383059418,79.430094125169,ALCAM;AUTS2;DPYD;FBXL17;BBX;TCF4;FOXP2;CAMKMT
9985,GWAS_Catalog_2019,5,Self-reported risk-taking behaviour,3.57519362923489e-05,0.00105687445634033,8,33,7.75767383059418,79.430094125169,NFAT5;TBC1D5;DENND1A;AKT3;TET2;TCF4;FOXP2;SDCCAG8
4888,GO_Biological_Process_2021,5,organelle organization (GO:0006996),3.59710249380041e-05,0.00105835874782381,35,420,2.23893384102808,22.9105550582519,USP6NL;PRKN;RAB1A;SH3KBP1;LRRK2;SIPA1L3;FGD2;FGD4;ARHGAP21;CAPZB;ZMYM4;DPYSL2;PACSIN2;DYM;EPS15;CLASP1;CLASP2;BCAS3;ATP8B4;DST;SORT1;VPS13C;STX7;VPS13D;TTC17;GAK;VMP1;FMNL3;RAB31;FMNL2;BIN1;PHIP;TMCC1;BRWD1;RAB7A
9986,GWAS_Catalog_2019,5,Mean corpuscular hemoglobin,3.62853768999582e-05,0.00106261895809364,30,336,2.40890894719396,24.6289157004212,SUZ12P1;CCDC26;IRS2;IKZF1;PIK3R1;THADA;AFF1;CCND3;ADAP2;ALOX5;MARK3;SH2B3;SPECC1;MEF2C;MEF2C-AS1;DENND4A;PLCL2;PTK2;QKI;RAD51B;RAB10;SLC25A37;ZEB2;PTPRC;TBC1D4;KANSL1;BCL2;BMP2K;CPEB4;TNRC6B
9724,KEGG_2021_Human,5,Human cytomegalovirus infection,3.69896898690894e-05,0.00107820644841667,23,225,2.78769648872104,28.4480839921582,RB1;GSK3B;MAP2K1;ROCK1;PRKCB;STAT3;NFATC2;ITPR2;PRKCA;PIK3R1;ADCY7;PTK2;AKAP13;PPP3CA;CDK6;GNAQ;GNG7;AKT3;GNB1;GNB4;GRB2;SOS1;IL6R
4889,GO_Biological_Process_2021,5,regulation of MAPK cascade (GO:0043408),3.72014623213474e-05,0.00107935909429576,19,166,3.15738705738706,32.2027036349909,LYN;BCAR3;CD74;MAP2K1;SYK;ROCK1;PELI2;LPAR1;PTPRJ;PRDM11;STK4;STK3;SPRED1;PTPRC;TAOK3;TAOK1;PLCG2;NF1;MAP4K4
41931,GWAS_Catalog_2019,9,Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes,2.19077554662491e-05,0.00108887465682249,5,20,18.5871212121212,199.415087001657,NLGN1;PEX5L;FGF14;NRXN1;FBXL7
4890,GO_Biological_Process_2021,5,positive regulation of actin nucleation (GO:0051127),3.79749826230349e-05,0.00109169365182825,5,11,20.1458858102435,205.056570164725,CYFIP1;FCHSD2;GSN;SCIN;WASF2
9987,GWAS_Catalog_2019,5,Tonometry,3.79749826230349e-05,0.00109169365182825,5,11,20.1458858102435,205.056570164725,PREX1;MEF2C;SLC9A9;EXOC4;TGFBR2
22049,GO_Biological_Process_2021,7,nucleocytoplasmic transport (GO:0006913),3.52013397991409e-07,0.0011225707261946,9,40,11.9868780754511,178.120172689757,SNRPD1;DDX20;SNRPG;PHAX;NUTF2;SNRPD3;GEMIN8;SNUPN;HTATIP2
31651,Reactome_2016,11,Gene Expression Homo sapiens R-HSA-74160,7.73549100923197e-07,0.00112435361819187,47,1631,2.38200869312595,33.5202854077863,ZNF496;TRMU;SF3B2;GTF3C3;ZNF790;UBE2D1;HSPB1;CCNC;THUMPD1;SRP14;MED12;ING5;NXF1;TRIM28;ZFP30;PRDX1;TP53INP1;SAP18;ZNF721;ZNF567;ZNF224;RPS12;ESRRA;ZNF484;HSPA8;SMAD4;RFC2;TAF11;GTF3A;RPL35A;CSNK1E;MLH1;NRBP1;CDK9;PAN2;MED25;EIF3M;CNOT7;MYO1C;FANCD2;RPL27A;POLR1D;RPL27;HNRNPH2;ZNF337;POLR3H;ZNF212
32343,KEGG_2021_Human,11,Protein processing in endoplasmic reticulum,6.78314991877549e-07,0.00112435361819187,13,171,6.19272151898734,87.9592741896104,PDIA3;PPP1R15A;HSPA8;HSPA5;UBE2D1;PDIA6;HSP90B1;UBE2J1;DNAJA1;DNAJB1;PREB;MAP2K7;SKP1
4891,GO_Biological_Process_2021,5,positive regulation of phagocytosis (GO:0050766),4.01235332781495e-05,0.00114297355933711,10,53,5.64682995844018,57.1659514837314,C3;CAMK1D;RAB31;PTPRC;SLC11A1;PTPRJ;NCKAP1L;DOCK2;MERTK;APPL2
9497,BioCarta_2016,5,Keratinocyte Differentiation Homo sapiens h keratinocytePathway,4.01235332781495e-05,0.00114297355933711,10,53,5.64682995844018,57.1659514837314,MAP2K1;PRKCH;PRKCB;PRKCE;BCL2;PRKCA;GRB2;SOS1;MAP3K5;MAP4K4
9988,GWAS_Catalog_2019,5,White blood cell count,4.25070268497395e-05,0.00120539157134533,23,227,2.76007555083889,27.7824820789885,LYN;RERE;FAM49B;SETD2;CSF3R;ZBTB16;DOCK8;CCDC26;CHD7;JMJD1C;ARHGAP15;SSH2;IL17RA;TTC28;RAD51B;VMP1;ATXN1;CDK6;RBMS1;RIN3;RREB1;SH2B3;FKBP5
4892,GO_Biological_Process_2021,5,neuron projection morphogenesis (GO:0048812),4.44439566558341e-05,0.00124901469220678,17,140,3.37186284906327,33.7903870039565,MEF2A;TRIO;ROCK1;LRRK2;PTEN;DNM2;DOCK10;RAB10;SHTN1;ALCAM;TAOK3;TAOK1;EPB41L3;DIP2A;NCKAP1L;SRGAP2;MAP4K4
9989,GWAS_Catalog_2019,5,Sum basophil neutrophil counts,4.44439566558341e-05,0.00124901469220678,17,140,3.37186284906327,33.7903870039565,LYN;CSF3R;ZBTB16;DOCK8;CCDC26;CHD7;JMJD1C;THADA;RAD51B;VMP1;ATXN1;CDK6;CHSY1;RIN3;TNS3;RREB1;SH2B3
9498,BioCarta_2016,5,Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling Homo sapiens h At1rPathway,4.51266715672291e-05,0.00126253951210636,8,34,7.45891276864728,74.6341578809629,MEF2A;MEF2C;MAP2K1;PRKCB;GNAQ;PRKCA;GRB2;SOS1
58214,GO_Biological_Process_2021,3,neutrophil mediated immunity (GO:0002446),1.40317418395018e-05,0.00126413305313338,47,488,2.07320412441706,23.1663737276869,ASAH1;PDXK;B4GALT1;GDI2;PYGL;PSEN1;CTSS;RAP1B;STK10;FTH1;PSAP;SIRPA;MAPK1;ITGAV;RAC1;CD58;OSTF1;RAB6A;ARSB;CTSC;ATP6V0A1;ACTR2;DYNC1H1;APAF1;XRCC5;PRKCD;HUWE1;ATP11B;ANO6;CYBA;DNAJC13;ARMC8;AMPD3;MAPK14;NFKB1;IGF2R;SERPINB6;DNAJC3;ERP44;ADAM17;VAPA;GLB1;PECAM1;KPNB1;HSPA1A;FTL;VPS35L
63205,KEGG_2021_Human,3,Leukocyte transendothelial migration,1.41086278251494e-05,0.00126413305313338,18,114,3.60560783316378,40.2700389039018,ROCK2;CTNND1;GNAI3;MSN;PIK3CD;CYBA;PIK3CB;MAPK14;ACTB;ARHGAP35;GNAI2;RAP1B;PIK3CA;PECAM1;CTNNA1;PTK2B;CTNNB1;RAC1
58215,GO_Biological_Process_2021,3,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1.45274450275337e-05,0.00128332584806607,41,404,2.19259641873278,24.4243640831149,NRP2;ROCK2;PIK3CB;PSEN1;PIK3C2A;CBL;SOGA1;GIGYF2;ACTB;SPRED2;PAK1;PDGFC;ATP6V1H;MAPK1;PTK2B;ZNF106;ITGAV;SHOC2;RAC1;EPHB2;PAK2;NCK1;ATP6V0A1;ACTR3;ACTR2;ATP6V0E1;TNK2;GAB1;CYBA;AP2B1;MAPK14;HNRNPM;CD4;ARPC2;PIK3CA;APC;HNRNPH1;ABI1;ARHGEF7;CRK;RHOQ
36658,Reactome_2016,0,Cell Cycle Homo sapiens R-HSA-1640170,1.25518341188407e-06,0.00130580914283006,61,566,2.05682690718051,27.948634721933,CEP57;ANKLE2;AHCTF1;NUP107;HSP90AB1;NUMA1;YWHAB;PPP1CB;ENSA;UIMC1;PSMD1;CEP290;YWHAG;CDK5RAP2;LIN52;TMPO;NDEL1;OFD1;CSNK2A1;RFC1;ESCO1;CSNK1D;LEMD3;CKAP5;YWHAZ;NUP93;RBL2;MAU2;TERF2IP;ANAPC5;CEP63;DYNC1I2;NUP205;POM121;PSMD14;TUBGCP2;USO1;NUP160;CENPC;PSMB7;ORC4;PPP2CB;WRN;POM121C;RBBP4;TPR;ORC2;UBC;PSMF1;NEK9;UBE2I;NDE1;RCC2;NUP153;CDK11B;POLA1;ALMS1;CDC16;TUBGCP3;MNAT1;NUPL2
9990,GWAS_Catalog_2019,5,Multiple sclerosis,4.71720301405192e-05,0.00131389827951393,24,244,2.67181231671554,26.6158179313446,CD86;NCOA2;WWOX;MANBA;SYK;IFNGR2;STAT3;PLCL2;TET2;ASAP1;IKZF1;THADA;MERTK;LPP;ZFP36L1;VMP1;MAF;VTI1A;ELMO1;SAMD12;RREB1;EVI5;CARD11;JAZF1
9991,GWAS_Catalog_2019,5,Serum total protein level,4.74986919697935e-05,0.00131714293174644,10,54,5.51820486231133,54.9326720322754,ATXN2;FCHSD2;LINC01094;MYOF;BMP2K;BCL2;IKZF1;ELL2;PAG1;TBC1D16
48335,Reactome_2016,6,Gene Expression Homo sapiens R-HSA-74160,3.195330836132e-07,0.00132446463157671,99,1631,1.81656825545262,27.1693305757588,MDC1;SRP19;ZNF571;ZNF692;VARS;RPL34;RPP30;NOC2L;RPL10A;KAT5;PPP2R1B;ZNF568;EARS2;ZNF561;PRKAB2;RPL21;TYW5;ZNF282;TYW3;HUS1;RPL24;GEMIN5;ZSCAN25;ZNF28;SLBP;ZNF273;ISG20L2;ZNF25;RRP7A;EMG1;ZNF429;ZKSCAN8;DHX37;ZNF701;ZKSCAN5;ZNF546;EIF2B4;CPSF4;ZNF383;LSM4;AIMP2;RPS28;ZNF30;TAF4B;NOL11;FARSA;EZH2;ZNF253;ZNF770;DYRK2;RPLP0;C2ORF49;BRCA1;RPL7A;PPP1R13L;CASP2;RIOK2;SEC61B;UTP14A;YWHAH;TBP;RMI1;NCBP2;ELAC2;SRP9;DDOST;TSN;QTRT1;PSMA4;ZNF510;RRN3;GTF3C5;DDX23;ZNF3;EXOSC6;PSMB5;PSMB2;PSMB3;EXOSC8;SNRPB2;ZNF347;ZNF589;POLR2H;DCPS;MAPK3;MBD3;UTP3;GTF2H3;WDR12;COX6C;PSMC4;ZNF738;TTC5;PSMC1;ZNF737;FAS;NUP35;FAU;NUP37
4893,GO_Biological_Process_2021,5,regulation of cell-matrix adhesion (GO:0001952),4.80998209578041e-05,0.0013279364667073,11,65,4.94963808986652,49.2104507160472,GSK3B;MACF1;CDK6;ROCK1;PEAK1;RASA1;NF1;UTRN;CLASP1;PTK2;MAP4K4
9725,KEGG_2021_Human,5,Glutamatergic synapse,4.84829953437335e-05,0.00133264443780341,15,114,3.69163574520717,36.6738075070676,PRKCB;CACNA1A;ITPR2;SLC1A3;PLA2G4A;PRKCA;CACNA1D;PLD1;ADCY7;PPP3CA;GRK3;GNAQ;GNG7;GNB1;GNB4
39150,GO_Biological_Process_2021,9,central nervous system neuron differentiation (GO:0021953),2.73413438044272e-05,0.00134081950016911,6,34,11.9749694749695,125.822328421177,NR4A2;NTRK2;MAP2;SPOCK1;MAPT;MDGA2
58216,GO_Biological_Process_2021,3,Fc receptor mediated stimulatory signaling pathway (GO:0002431),1.55065346169816e-05,0.00135079145996817,14,74,4.47730496453901,49.582790181559,ACTR3;ACTR2;PRKCD;PIK3CB;ACTB;PAK1;PIK3CA;ARPC2;ABI1;ABL1;MAPK1;RAC1;CRK;NCK1
4894,GO_Biological_Process_2021,5,positive regulation of mRNA catabolic process (GO:0061014),4.99189982446977e-05,0.00136612385152629,9,44,6.23848101265823,61.7928338091846,FTO;ROCK1;CELF1;PUM1;CPEB3;ZFP36L2;TNRC6A;ZFP36L1;TNRC6B
39151,GO_Biological_Process_2021,9,calcium ion transport into cytosol (GO:0060402),2.83346531777265e-05,0.00137124808404839,5,21,17.4245383522727,182.459746663272,RYR2;GRIN2A;CACNA2D1;CACNA1C;GRIN1
63206,KEGG_2021_Human,3,Autophagy,1.59722965619021e-05,0.00137230471282534,20,137,3.29020622598604,36.3391919911811,MTMR3;PRKCD;ATG10;ITPR1;PIK3CD;PIK3CB;AMBRA1;CFLAR;TANK;RPTOR;MAPK8;DEPTOR;ATG16L2;PIK3CA;RB1CC1;ATG4C;MAPK1;RAF1;ATG5;BCL2L1
